"ID"	"Translation"
"151826"	"তবে, কিছু পণ্ডিত এই পরামর্শের বিরোধিতা করেন যে শিলালিপিটি কেবল ভাইদের পরিবার সম্পর্কে কথা বলে, না, ভাইরা।"
"151827"	"বিখ্যাত লেখক কাশিনাথ সিং বলেছেন যে দিনকর মহাশয় একজন জাতীয়তাবাদী এবং সাম্রাজ্যবাদী কবি ছিলেন ।"
"151828"	"কত"
"151829"	"ফিনলের শোবার অ্যালার্ম সরিয়ে দাও"
"151830"	"একই ধর্মতত্ত্ব ওয়ারসার প্রগা জেলার সঙ্গে যুক্ত।"
"151831"	"গাঁজানো কাঁকড়, ওটমেল দুধে রান্না করা, ক্রীম করা গাজর বাহ্যিক ভাবে ব্যাবহার করা হয়।"
"151832"	"দুর্ভাগ্যবশত নাইট্রোজেনের সেবন বপণের চতুর্থ এবং সপ্তম সপ্তাহে বেশী মাত্রায় হয় ।"
"151833"	"আমি কি আমার অন্য ব্যাঙ্ক অ্যাকাউন্ট এমসোয়াইপ এ যোগ করতে পারি?"
"151834"	"গভর্নর অ্যাংলো-ইন্ডিয়ান সম্প্রদায় থেকে একজন এম.এল.এ-কে মনোনীত করা যেতে পারে।"
"151835"	"আমার পছন্দের প্যান্ডোরা শিল্পী স্টেশনের গান বাজাও"
"151836"	"তার সমস্ত বন্ধুরা প্রতিশ্রুতিবদ্ধ সম্পর্ক, ডেটিং, বাগদান এবং বিবাহিত এবং ক্রমাগত তার জন্য ম্যাচ করার চেষ্টা করে।"
"151837"	"এটি কখনও ভারতে বাণিজ্যিকভাবে মুক্তি পায়নি, যদিও এটি আন্তর্জাতিক চলচ্চিত্র উৎসবে সাফল্য অর্জন করে, যার মধ্যে বার্লিন রয়েছে, যেখানে এর প্রিমিয়ার হয়েছিল, এবং শীঘ্রই এটি একটি উদ্ভব চলচ্চিত্র হয়ে ওঠে।"
"151838"	"পরিষ্কার-আপ এড়াতে প্রথমে জল ব্যবহার করুন।"
"151839"	"১৯০০ সালে,একটা লম্বা সর্পিল যুক্ত হয়েছিল মূল মন্দিরে,সন্নতভাবে নির্মিত মন্দিরের গরিমা যোগ করে।"
"151840"	"তিনি ১৯৯৬ সাল থেকে ইতিবাচক চরিত্রের ভূমিকা গ্রহণ করেন এবং ২০০৭ সাল থেকে আরও ইতিবাচক ভূমিকা পেতে শুরু করেন।"
"151841"	"ঔদশূর্নে আপনি পাখিদের দৌড় দেখতে পারেন ৷"
"151842"	"রাগিনী এম.এম.এস ২-এর মধ্যে রয়েছে সানি লিওন এবং সাহিল প্রেম প্রিক্যুয়েল থেকে গল্পটি অব্যাহত রাখার প্রধান ভূমিকা।"
"151843"	"যাত্রীরা নিজেদের ইচ্ছার সাথে এখানে একটা সুতো বেঁধে নেন আর তার সম্পূর্ণ হওয়ার পর নিজেরা এসে তা খোলান ৷"
"151844"	"যেখানে আমাদের খাবারে ব্যবহৃত মশলা অন্য জায়গায় গন্ধ বাড়িয়ে দেয় , সেখানেও তারা নিজের ঔষধীয় গুণের জন্য বিখ্যাত ৷"
"151845"	"পড়া এবং পড়াশোনা করার সময় নিন যাতে আপনি আপনার সমস্ত পরীক্ষাগুলি পাস করতে পারেন এবং আপনার ব্যবসা নিয়ন্ত্রন করতে কীভাবে জ্ঞানী হতে পারেন।"
"151846"	"এখন থেকে দুই শনিবার তারিখ কি"
"151847"	"জলবসন্ত টিকাটি ১৯৯৮ সাল পর্যন্ত নয় যে এই টীকাটি ৫০% এর বেশি শিশুদের দেওয়া হচ্ছে।"
"151848"	"নিশ্চিত করতে যে পণ্যটি ভালভাবে কাজ করবে, বেশিরভাগ ক্ষেত্রে আপনার ব্যবহৃত জিনিস কিনতে এড়িয়ে যাওয়া উচিত।"
"151849"	"রপ্তানীতে ভারত আর পাকিস্তানের গুরুত্বপূর্ণ ভূমিকা রয়েছে ৷"
"151850"	"স্ল্যশ এবং বর্ন ঝুম বা স্থানান্তরিত চাষ, কৃষির সবচেয়ে সাধারণ রূপ, যদিও এটি দরিদ্র ফসল উৎপাদন দেয়।"
"151851"	"বার্ষিক বৃত্তি তহবিলের আংশিক প্রত্যাহার ঘটে যখন আপনি শুধুমাত্র আপনার তহবিলের একটি অংশ खाते থেকে নেয়।"
"151852"	"হতাশা এবং সংক্রামন ঘটে ৫ থেকে ১০ শতাংশ রোগীর মধ্যে।"
"151853"	"ল্যাপ সোরাইসিস আর একজিমাতেও ব্যবহার করা যেতে পারে ৷"
"151854"	"তা না বলতে গিয়ে এগোতে থাকে ৷"
"151855"	"তারপরে তিনি পশুকে দড়িতে বেঁধে নেন আর তাকে দূরে টেনে নেন ৷"
"151856"	"এই কোষের বিকৃতির ফলে শরীরে লবণ ও জলের ভারসাম্য নষ্ট হয়, যার ফলে এটি মোটা ককুস তৈরি হয়, যা ফুসফুসকে পরিত্যাগ করে, সংক্রমণ এবং অন্যান্য শ্বাস সংক্রান্ত সমস্যা দেখা দেয়।"
"151857"	"প্যারাগুয়ে একটি স্বল্প পরিচিত ল্যান্ডলক দেশ, যা অতীতে ভৌগোলিক এবং রাজনীতির দ্বারা নিজের প্রতিবেশীদের থেকে কিছুটা বিচ্ছিন্ন পেয়েছে।"
"151858"	"শতাব্দী ধরে, স্থানটিকে 'দেবভূমি' বলা হয় যার মানে ভগবানের আবরণ।"
"151859"	"শুধুমাত্র রোডোডেনড্রন ফুল আরও দেখা যায় ৷"
"151860"	"সালবাহানা সম্ভবত এটি নির্মাণ করেছিলেন।"
"151861"	"ওমকারেশ্বরে নারমাদা নদীর তীরে আচার- সিদ্ধনাথ মন্দির - ব্রাহ্মী স্থাপত্যের একটি ক্লাসিক প্রদর্শন এই মন্দিরটি একটি প্রধান পর্যটক আকর্ষণ।"
"151862"	"মাথা ব্যাথায় শুন্ঠী দুধে বেটে লাগালে মাথাব্যাথা সেরে যায় ৷"
"151863"	"বেয় পাতার পাঁচ - ছয় পাতা জলে মিশিয়ে ১৫ মিনিট পর্যন্ত ফোটান , তারপর ঠান্ডা করে বোতলে ভরে রাখুন ৷"
"151864"	"কুকি বীমা দলগুলি দুটি ছাতা সংগঠনের অধীনে রয়েছে: কুকি জাতীয় সংস্থা (কে.এন.ও) এবং যুক্ত লোক ফোরাম।"
"151865"	"বেগিচের বিজয় আলাস্কায় গণতান্ত্রিকদের জন্য একটি অনুপম ছিল।"
"151866"	"গরম অনুভব করলেও উপরের ভাগটা সরিয়ে নিতে পারেন ৷"
"151867"	"কিন্তু পরের দিন সকালে, পুলিশ আসে এবং চাওসের সময়, মহাবীরকে গুলি করে, যার জন্য বীরা আবেগগত এবং শক্তিশালীভাবে প্রতিক্রিয়া করে।"
"151868"	"জামনগরের লখোটা জাদুঘর একটি প্রাসাদকে জাদুঘরে রূপান্তরিত করা হয়েছে, যা জাদেজা রাজপুতদের বাসস্থান ছিল।"
"151869"	"মুঘল ক্লাব বা গদা, যা গুর্জ বা রাগজ নামে পরিচিত, একটি প্রধান ছিল ৮-১০ পাপড়ির আকৃতির ব্লেড।"
"151870"	"স্বাধীনতার পর, পাতিয়ালা সহ বেশ কয়েকটি ছোট পাঞ্জাবি দেশীয় রাজ্য, ভারত ইউনিয়নে স্বীকৃতি পায় এবং পিইপিএসইউ-তে ইউনিট দেওয়া হয়।"
"151871"	"জেএলএফের বিভিন্ন বিভাগ থেকে এই নবীন শ্রোতারা এমন-এমন প্রশ্ন করছিল যে প্রাপ্ত বয়স্করা ঘাবড়ে গিয়েছিলেন ।"
"151872"	"কাটা খরচ কমানোর জন্য, কুরিয়েন ডেয়ারী সুবিধার সঙ্গে যুক্ত একটি বন্দী প্যাকিং-টিন ইউনিট অর্জন করেন।"
"151873"	"যে রোগীদের ক্ষেত্রে ইন্টারফেরন, অটোলোজিয়াস অথবা এলোজেনিক স্টেম সেল ট্রান্সপ্লান্টেশনের সাড়া দেয় না তারাই একমাত্র বিকল্প।"
"151874"	"আজ সেট করা সমস্ত অ্যালার্ম সরিয়ে দাও"
"151875"	"বজউলকল্পে প্রচন্ড ব্যাথা হলে ব্যাথা নিবারক দেওয়া উচিত ৷"
"151876"	"বুস্টারের ডোজ দেওয়া হয় ৩ থেকে ৫ বছরের মধ্যে এবং আবার ১৬ থেকে ১৮ বছরের মধ্যে।"
"151877"	"মেকআপের উদ্দেশ্য হল সংবাদপত্রিকাকে সুন্দর আর আকর্ষণীয় বানানো আর এটি সম্পাদকীয় বিভাগের সময়ও রক্ষা করে আর পাঠকদের পড়া সহজ করে তোলে ।"
"151878"	"উদাহরণস্বরূপ, একটি গাড়ির মেকার হয়তো বলতে পারে যে ""উথ, স্পিড এবং অ্যাডভেঞ্চার"" এর বিপণন অভিযানের মূল বিষয়।"
"151879"	"মুখ হলুদ হয়ে যায় ৷"
"151880"	"খিদে কমে যায় ৷"
"151881"	"দয়া করে এই গানের পাঁচটি তারা রেট করুন"
"151882"	"অনিদ্রার এই অংশকে মহাশয়, পুষ্টি এবং আরামদায়ক বলে মনে করা হয়।"
"151883"	"কানপুর আর কানৌজতে উত্পাদিত তেল উচ্চ হারে বিক্রী হয় , যেখানে মাইসোরের চন্দনকাঠ হল ব্যয়বহুল ৷"
"151884"	"সাধারণত স্বামী - স্ত্রী গর্ভবস্থাকে একটা সম্ভাবনার ঘটনা বলে মনে করেন , যেখানে এটা সম্পূর্ণভাবে সত্যি হয় না ৷"
"151885"	"প্রাথমিকভাবে, এটি রাজপুত্র রাজা ভীমদেব রাস্যাল দ্বারা রিয়াসির দ্বারা নির্মিত হয়েছিল।"
"151886"	"কিন্তু প্রেমচান্দকে সাম্যবাদী বানানোর জন্য এটাই যথেষ্ট হবে ?"
"151887"	"ক্যালশিয়াম উৎস হল বিন্, পাতার সবুজ, মুরগ, কালো মোলাস, সুরক্ষিত পানীয় ইত্যাদি।"
"151888"	"কখনও কখনও ছাতিতে বেশি দুধও তৈরি হয় যা বাচ্চার ক্ষিদে থেকে বেশি মাত্রায় থাকে ৷"
"151889"	"সাধারণত এটা বিক্রেতার দায়িত্ব হয় যাতে বিক্রয় কর সংগ্রহ করে দেওয়া হয় ৷"
"151890"	"এর প্রতিটি কিনারায় একটা ত্রিকোলার প্ল্যাটফর্ম বানানো হয়েছে যাতে প্রতিটি কোণ থেকে সেখানকার সুন্দর দৃশ্য দেখা যায় ৷"
"151891"	"কমলদাহ জৈন মন্দিরটি সেই স্থানে নির্মিত বলে মনে করা হয় যেখানে জৈন আচার্য স্থুলভদ্র শেষ দিন কাটিয়েছিলেন।"
"151892"	"ভারত, অভিনয় অভিনয়ের অভিনয় এবং চলচ্চিত্র জগতের সমন্বয়ের সময়।"
"151893"	"এরপর তিনি ধনকোর বাকে শান্তির জন্য আলোচনা করার অনুরোধ করেন এবং তিনি শীরাদের সঙ্গে নবরাত্রি উদযাপন করতে আমন্ত্রণ জানান, এবং তাঁর হত্যার উদ্দেশ্য নিয়ে তিনি তাঁর আমন্ত্রণ জানায়।"
"151894"	"যদি আইকিউ ৭০ থেকে কম হয় তবে ব্যক্তিকে মন্দবুদ্ধি বলে মনে করা হয় ।"
"151895"	"১৬ বছর বয়সে তিনি জাতীয় দাবা চ্যাম্পিয়ন হন।"
"151896"	"লারা দত্ত একজন ভারতীয় অভিনেত্রী, উদ্যোক্তা এবং মিস ইউনিভার্স ২০০০ প্রতিযোগিতার বিজয়ী।"
"151897"	"এর কারণ হল অতিরিক্ত অক্সিজেন (ও২) শোষিত হতে পারে, অন্ততঃ নিঃসন্দেহে, তাদের বৃদ্ধিশীল প্রচেষ্টায় উত্তেজক পেশীগুলি গ্রহণ করা উচিত।"
"151898"	"কর্পূরের মাঝে রাখা নগর শৈলীতে রেখা-পীকের প্রধান মন্দির পূর্ব দিকে মুখ করে আছে ।"
"151899"	"কারণ স্থূলতার ফলে হৃদয়ের সমস্যা , মধুমেহ এবং উচ্চ রক্তচাপের মতো রোগ বাড়তে থাকে ৷"
"151900"	"ওয়াকবোডিং-এর চরম খেলা, জল-স্কিং এবং স্নোবোর্ডিং-এর মধ্যে একটি ক্রস, গতি, রঙ এবং অ্যাড্রেনালিন সম্পর্কে।"
"151901"	"অডিওবুক থেকে মেলোডি গান চালাও"
"151902"	"পাহাড়ি অঞ্চলে এর বুনন মার্চ - এপ্রিলে করা উচিত ৷"
"151903"	"শুক্রবার রাতে কি গরম হবে"
"151904"	"বিনিয়োগ দীর্ঘমেয়াদী খেলা, দ্রুত সমৃদ্ধ হওয়ার কোনও উপায় নয়।"
"151905"	"পিজিয়ন পেয়ার বাণিজ্যিককরণ এখন কৃষকদেরকে মোবাইল ফোন থেকে উৎপাদনশীল জমি এবং পশুসম্পদ পর্যন্ত ক্রয় করতে সক্ষম এবং দারিদ্র্য থেকে বাইরে যাওয়ার পথ খুলেছে।"
"151906"	"চোপড়া ছবিটিকে তিনটে স্টার দিয়েছিলেন, বলেছিলেন যে প্রেমের কোণটি দুর্দান্ত এবং এই রাও মূল দৃশ্যে ""অন্তর্ভুক্ত""।"
"151907"	"যদি ক্যানসার লসিকা গ্রন্থি পর্যন্ত ছড়িয়ে যায় তবে লসিকা গ্রন্থিগুলিকেও কেটে বাদ দিতে হয় ৷"
"151908"	"কিন্তু অদ্ভুতভাবে যথেষ্ট, হর্ষের কর্মজীবন জীবিকা এবং অপহরণের রেকর্ড হয়ে ওঠে।"
"151909"	"নিজের আত্মীয়দের সাথে চোখ দান করার ইচ্ছা সম্পর্কে বলুন ৷"
"151910"	"জীবন বাঁচার উপায় হল রিহাইড্রেশনের চিকিত্সা পদ্ধতি , সহজ কিন্তু কার্যকরী উপচার ৷"
"151911"	"তোমার গর্ভবতী হবার সময় জন্মপূর্ব যত্ন হল তোমার যত্ন নেওয়া।"
"151912"	"আর.সি.এইচ. আউটডোর সেবেশনের সংগঠন ৷"
"151913"	"এবং আমি মনে করি এই সিদ্ধান্তের জন্য মিডিয়া আবার কিছু हद পর্যন্ত দায়ী ছিল।"
"151914"	"সঞ্জয় ওন্দ্রেকর এবং অতুল রানিঙ্গা এই চলচ্চিত্রের সুর করেছেন।"
"151915"	"ক্যালেন্ডার খুলুন এবং একটি নতুন ইভেন্ট তৈরি করুন"
"151916"	"মধ্য হিমালয়ে অবস্থিত লাংতাং জাতীয় উদ্যান কাঠমাণ্ডু থেকে নিকটতম উদ্যান।"
"151917"	"অল্পবয়সী ছেলেমেয়েদের মধ্যে সুস্বাস্থ্যের পরিণাম দীর্ঘস্থায়ী স্বাস্থ্যের প্রভাব আছে যেমন উন্নত কর্মক্ষমতা এবং উৎপাদনশীলতা, এবং কিছু অসাধারন রোগের ঝুঁকি কমানো।"
"151918"	"বিসন্সর - কিসানসার নামক অত্যন্ত সুন্দর ঝিলে বরফের ছোট ফোঁটা খুব আনন্দদায়ক মনে হয় ।"
"151919"	"অবশেষে, আন্তর্জাতিক বাজার শরদ জোশীর ভালো ইচ্ছা, শক্তিশালী পশ্চিম দেশীয় দেশগুলির সঙ্গে কাজ করে না, তাদের বিশাল দান এবং তাদের বিশাল বহুজাতিক কোম্পানিগুলির সুবিধা অনুযায়ী কাজ করে।"
"151920"	"নিজেকে ব্যস্ত রাখুন যাতে মস্তিষ্কও কাজ করতে থাকে ৷"
"151921"	"ষোড়শ শতাব্দীর ভক্তি সাধু এবং কবি-মুসিক স্বামী হরিদাস কৃষ্ণকে উৎসর্গ করা গান সহ একজন সুপরিচিত ধ্রুপদ গায়ক ছিলেন।"
"151922"	"আওয়াজ বাড়িয়ে দাও"
"151923"	"ঝাড়খন্ডের অপূর্ব সৌন্দর্য শুধুমাত্র পর্যটকদের আকর্ষণ করে ৷"
"151924"	"তট্টাপানি যাওয়ার জন্য নিয়মিত বাস ও ট্যাক্সি পরিষেবা আছে ৷"
"151925"	"পর্যটকরা এখানে যান , দামি হোটেলে থাকেন , ভিড়ে ঘোরান যাতে বেশিরভাগ দর্শক মনে হয় যে তারা আনন্দ পাননি ৷"
"151926"	"মণিপুরের রাজারা তাদের কাঙ্গলা দুর্গের ত্রাণভূমির মধ্যে একটি রাজকীয় পোলো মাঠ ছিল।"
"151927"	"মরুস্থল রাষ্ট্রীয় উদ্যানের তাপমাত্রা ৫০ কিলোমিটার দূরে অবস্থিত রয়েছে ।"
"151928"	"ইচ্ছাকৃত ব্যবহারিক পরিবর্তনের লাভ মেলে ৷"
"151929"	"কল্পস্বরম, যা স্বরাকালপানা নামেও পরিচিত, স্বর ব্যবহার করে স্বরের মাধ্যমে সুরের মধুর এবং ছন্দময় পথ নিয়ে গঠিত।"
"151930"	"গড়িয়ান থেকে ওয়াশিংটন , মোটামুটি প্রতিটি বড় সংবাদপত্রে , নিজের কথা বলার ক্ষমতার কারণে হ্যারি পটার সিরিজের জনপ্রিয়তা জোর দেওয়া হয়েছে ।"
"151931"	"এই পদ্ধতি ব্যবহার করে, আপনি জানতে পারবেন যে ব্যক্তি কোথায় কাজ করে বা অন্তত তাদের অবস্থানকে একটি শহর বা অঞ্চলে সংকীর্ণ করতে পারে।"
"151932"	"আপনার তালিকায় লেগে থাকাকালীন আপনি সাধারণত মুদিখানার দোকানে কতটা সময় ব্যয় করবেন।"
"151933"	"কান্নাদিপুঝা (শোকানাশিনী নামে পরিচিত) কেরলের পালাক্কাড় জেলার পূর্ব প্রান্তে আনামালাই পাহাড়ের পাদদেশে উৎপন্ন হয়েছে।"
"151934"	"এটাও পরামর্শ দেওয়া হয় যে গ্রীক শিল্পীরা সেই সময়ে স্থানীয় কারিগরদের ভাস্কর্য তৈরি করতে প্রশিক্ষণ দিতে চীনে আসতে পারেন।"
"151935"	"ঔরঙ্গাবাদের হিমরু ফ্যাক্টরি ব্যাপকভাবে প্রামাণ্য হিমরু কাজ এবং পৈথানি শাড়ি কেনার জন্য সেরা জায়গা হিসাবে পরিচিত।"
"151936"	"ভারতী - বালমার্ট যৌথ উদ্যোগের বিরুদ্ধে মুম্বাইয়ে এয়ারটেল সিম কার্ড বিক্রি করার সিদ্ধান্ত নিয়েছেন না ।"
"151937"	"ঘন চাষযুক্ত এই অঞ্চলগুলি প্রাচীনকাল থেকেই জনবসতিপূর্ণ এবং শতক ধরে কৃষকরা এই ঘন চাষ পদ্ধতি এবং ভূমি প্রয়োগকে বিকশিত করেছে ৷"
"151938"	"মাশরুমের মসলিয়ম আবরণ মৃত্তিকাতে উত্পাদন করতে পারে না বা কিছু বৃদ্ধির পরে মারা যায় ৷"
"151939"	"এই ঘাস খাওয়া পশুদের শরীরে এত কম পরিমাণে খনিজ লবণ পাওয়া যায় , যেখানে কিনা খনিজ লবণ বিভিন্ন শারীরিক ক্রিয়াকলাপের জন্য খুবই প্রয়োজনীয় ৷"
"151940"	"দিল্লী পর্যটন দ্বারা চালানো ভলস্বা ঝিলে ক্যানো আর ফ্লেট ড্রাইভিংএর ব্যবস্থা আছে ৷"
"151941"	"ঝাড়খণ্ড ৭৯,৭০,০০০ হেক্টর ভৌগোলিক এলাকা জুড়ে আছে।"
"151942"	"এই বাগান হল পাথরের , ঝরনা আর জঙ্গলী ফুলের সুন্দর স্থান ৷"
"151943"	"মাটিতে প্রচুর পরিমাণে খনিজ এবং পুষ্টি রয়েছে, যা কৃষির জন্য ভালো।"
"151944"	"আপনি আপনার পণ্য লাইনের একটি অংশ হতে চান এবং স্থানীয় বাজার বা ফার্মে সরবরাহকারীদের খুঁজতে শুরু করুন।"
"151945"	"তোমার বুকের দুধে পাওয়া প্রোটিন সহজেই এবং তাড়াতাড়ি হজম হয়।"
"151946"	"ভারতে আমরা ভালো।"
"151947"	"এই জৈন কেন্দ্র অন্য বিখ্যাত জৈন কেন্দ্র কুলপাকজি থেকে ৩ কিলোমিটার দূরে অবস্থিত।"
"151948"	"মহাদজির ভাই ত্রিম্বকরাও পুরন্দারে তাঁর বিরুদ্ধে ২০,০০০-ঘন্টা বাহিনীর নেতৃত্ব দেন।"
"151949"	"এর ৩০ শতাংশেরও বেশি এলাকা বনভূমির অধীনে রয়েছে।"
"151950"	"বার্নসকে দেশের লোকজনদের দ্বারা জনবসতিপূর্ণ স্থান হিসাবে বর্ণনা করা হয়েছে যারা লন্ডনে যেতে দেয় না।"
"151951"	"কিছু তাসমানিয়ার সবচেয়ে বিখ্যাত জাতীয় উদ্যানগুলির মধ্যে রয়েছে ফ্রাঙ্কলিন-গোর্ডন বণ্য নদী, ক্র্যাডল মাউন্টেন লেক সেন্ট ক্লেয়ার এবং দক্ষিণ পশ্চিম জাতীয় উদ্যান - যা একটি বিশাল বিশ্ব ঐতিহ্যবাহী এলাকার অংশ।"
"151952"	"সি.টি.ইউ. প্রতিবেশী রাজ্য পাঞ্জাব, হরিয়ানা, হিমাচল প্রদেশ এবং দিল্লির জন্য নিয়মিত বাস পরিষেবা পরিচালনা করে।"
"151953"	"শুধু সংগীতই নয় , পরিবারকে গুরুত্বপূর্ণ ঐতিহ্যে পাঞ্জাবের অসাধারণ প্রভাব দেখা যায় ৷"
"151954"	"শৈশব থেকেই তিনি ন্যায়বিচারের জন্য পরিচিত ছিলেন, এছাড়াও তিনি খুব নিবেদিত, নির্ধারিত এবং একজন দোষী ব্যক্তি ছিলেন।"
"151955"	"আমার কি বাড়ির বাইরে রাস্তা পরিষ্কার করার পরিকল্পনা করা উচিত"
"151956"	"হেপাটাইটিস বি টীকা বর্তমানে গৃহীত অর্থহীন নয়, তাই আপনার জিপি আপনাকে এর জন্য চার্জ দেবে বা আপনাকে একটি বিশেষ ভ্রমন কেন্দ্র হিসাবে উল্লেখ করবে।"
"151957"	"দর্শকদের আকর্ষিত করার এবং রঙ্গমঞ্চে নিয়ে আসার চাপ এতটাই বেড়ে গেছে যে বেশিরভাগ ফিল্ম নির্মাতারা সিনেমার থেকে পোস্টার এবং প্রোমোসের ওপর বেশি মনোযোগ দিতে শুরু করেছেন ।"
"151958"	"আমলকি হল এমন একটি ফল যাতে শুকিয়ে , ফোঁড়া ও রান্না করার ফলে ভিটামিন-সি শেষ না হয় , বরং ভালো পরিমাণে সুরক্ষিত থাকে ৷"
"151959"	"ধর্ম - প্রাণায়তা আর অতীতের প্রেম এটার কারণ ছিল ৷"
"151960"	"পিটুইটারী আর থাইরয়েড গ্রন্থির বিকার , বিষাক্ত ও মাদক দ্রব্য বেশি ব্যবহার , গোনোরিয়া , সিফিলিস আর গর্ভের অনেক ধরণের রোগ অ্যামেনোরিয়া হওয়ার অন্যান্য কারণ ৷"
"151961"	"৩০২৬ - এর দুই তৃতীয় ছাত্র ভারতীয় ৷"
"151962"	"কিংবদন্তী হল যে চম্পাকশরীর রাজা দেবনারায়ণ অম্বালাপুড়ায় রাজকীয় পূজারীকের পরামর্শে একটি মন্দির নির্মাণ করিয়েছিলেন ।"
"151963"	"এছাড়াও অস্ট্রেলিয়ান প্রজাতি শিকারী নদী এই অঞ্চলের জন্য সবথেকে ভালো প্রমাণিত হয়েছে ৷"
"151964"	"ঐতিহ্যগতভাবে, এই রূপটি মূলত মহিলাদের দ্বারা অনুশীলন করা হত, প্রজন্ম থেকে প্রজন্মে স্থানান্তরিত হয়।"
"151965"	"চায়না কেবল চায়ের উত্স স্থল বলে মনে করা হয় , যদিও আসামেও ১৮২৩ সালে চায়ের বন্য গাছ বাড়তে দেখা যায় ৷"
"151966"	"যদি আমরা বিজ্ঞাপনগুলি দেখি , তাহলে এটাই যে ` প্রাকিতিক ` আর ` হার্বল ` নামক অধিকাংশ রাসায়নিক পদার্থ বিক্রি করা হচ্ছে ৷"
"151967"	"সোলাঙ্কি শৈলীতে তৈরি বড়নগর আর গেটসের হাভেলি হল দেখার মতো ৷"
"151968"	"আরে ঢাকায় এখন কয়টা বাজে"
"151969"	"এটা কত শব্দ জানেন"
"151970"	"যদি আপনি আপনার ক্রয়ের ৩০ দিনের মধ্যে একটি পণ্যের মূল্য কম দেখেন এবং কস্টকো দামে আপনার পার্থক্যকে প্রতিশোধিত করবে।"
"151971"	"আজমেরে আনাসাগর হ্রদ এবং সোনিজি কি নাসিয়ানের উপর সাদা মার্বেল বরা-দরি আছে।"
"151972"	"মদিরা ভারতীয় ভোজনের সাথে চলতে পারে ।"
"151973"	"সোমবার সন্ধ্যায় এখানে যানজট খোলা হয় আর সন্ধ্যায় লোকজনের বিনোদনের জন্য তিন ঘন্টা পর্যন্ত ঘোরানো হয় যাতে কোনও রাস্তায় লোক ডাকতে পারে ৷"
"151974"	"বিজ্ঞানের এই বিকাশের অবদান এই সম্পুর্ণ প্রক্রিয়াতে সন্দেহের বাইরে ৷"
"151975"	"সঙ্গীত পরিচালনা করেছেন অমজাদ-নাডেম এবং গানের কথা লিখেছেন শাদব আখতার এবং সমীর।"
"151976"	"মে মাসে খুজা মোইনুদ্দিন চিস্তির বার্ষিক উর্স অনুষ্ঠিত হয় এবং এটি ভারতের অন্যতম পরিদর্শিত উৎসব।"
"151977"	"আমার ব্যাঙ্ক থেকে ইমেইলের উত্তর দিন এবং তাদের জানান যে আমি ক্রেডিট কার্ড প্রদান করেছি"
"151978"	"মাসিক স্রাবের বন্ধ হয়ে যাওয়ার পর স্বাভাবিকভাবেই হতে পারে ।"
"151979"	"শ্রীনগরের বাকশি স্টেডিয়াম, যার নাম বাক্ষী গোলাম মোহম্মদ, ফুটবল ম্যাচের আয়োজন করে।"
"151980"	"আমার জন্য কি অ্যালার্ম সেট করা হয়েছে"
"151981"	"ফিল্ড হকি কবর, প্রাকৃতিক ঘাস বা বালি-ভিত্তিক কৃত্রিম ট্রেফে খেলা হয়, যার ব্যাসের প্রায় ৭৩ মিমিটার ছোট, কঠিন বল সহ।"
"151982"	"এটি রিক্সাতে জনবহুল রাস্তায় ক্যাব বা মাঝারি নিয়ে যাওয়ার হাভেলকে বাঁচায়।"
"151983"	"এই সপ্তাহান্তে কি একটি চিলি রান্না করা হয়"
"151984"	"ম্যালেরিয়া একটি রোগ যা সমস্ত বয়সের লোকেদের মধ্যে সংক্রামিত হতে পারে।"
"151985"	"দ্বীপটি মূল ভূখণ্ডের সঙ্গে একটি ডাইকের মাধ্যমে যুক্ত ছিল - হেপটাস্টেডিয়ন-যেটি শহরটিকে দ্বিগুণ হার্বুর দিয়েছে।"
"151986"	"যখন তিনি প্রথম অভিযোজনের ধারণার সঙ্গে যোগাযোগ করেছিলেন, তখন তিনি একটু চিন্তিত হয়ে ওঠেন এবং এর জন্য প্রয়োজন জিজ্ঞাসা করেছিলেন।"
"151987"	"যখন চোখের সমস্যা হয় ৷"
"151988"	"সবরিমালা, গুরুভায়ুর, জেওিশ সিনাগ, পদ্মনাভস্বামী মন্দিরের মতো কিছু বড় মন্দির ছাড়া অন্যরা রাজ্যের বাইরে বিশিষ্টতা অর্জন করেনি।"
"151989"	"এবং যদিও কাজুবাদাম বাণিজ্য একটি ভিন্ন গ্রাফের সন্ধান করে, কোল্লাম আপনাকে একেরও বেশি উপায়ে পুরস্কার দেয়।"
"151990"	"রোগীর সাদা রুটি, চিনি, কেক, পেস্ট্রি, পুডিং, পরিশুদ্ধ খাদ্যশস্য, তৈলাক্ত খাবার এড়িয়ে যাওয়া উচিত।"
"151991"	"একটি বোলিং বলের দাম কত"
"151992"	"এই ছবিতে পার্শ্ব চরিত্রে অভিনয় করেছেন রাহুল বাগগা এবং অনুনু কাপুর, ওম পুরী, রবি কিষাণ, সঞ্জয় মিশ্র এবং ঋষিতা ভট্ট।"
"151993"	"প্রথম বার গোপেশ্বরে এলে সীমার এলাকা পায়ে হেঁটে ঘোরার মনস্থিত করে আর ২০০০ সালের সেপ্টেম্বর গোপ্পেশ্বর থেকে রুদ্রসিংহের সাথে নিয়ে আসেন আর মালারী পৌঁছান ৷"
"151994"	"চোখের পর্দায় উচ্চ রক্তচাপের খারাপ প্রভাব পড়তে পারে আর পক্ষাঘাতের মতো রোগও হতে পারে ৷"
